[1],[np.float64(1739401851.622933)],[np.float64(33390202.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.625396)],[np.float64(33390203.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.627879)],[np.float64(33390204.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.6303942)],[np.float64(33390205.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.6328802)],[np.float64(33390206.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.635381)],[np.float64(33390207.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.637758)],[np.float64(33390208.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.640439)],[np.float64(33390209.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.642981)],[np.float64(33390210.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.645447)],[np.float64(33390211.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.648156)],[np.float64(33390212.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
[1],[np.float64(1739401851.650482)],[np.float64(33390213.0)],"[array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [ 0.,  0.,  0.,  1.]])]",[np.float64(nan)]
